"Sifra";"Naziv";"Nositelj";"Vrsta ustanove nositelja";"Izvodjac";"Mjesto Izvodjenja";"Tip SP";"Vrsta SP";"Trajanje";"ECTS";"PPG";"Akademski stupanj"
567;"Hortikultura";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka hortikulture"
568;"Krajobrazna arhitektura";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka krajobrazne arhitekture"
569;"Poljoprivredna tehnika";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka poljoprivredne tehnike"
570;"Agroekologija";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka agroekologija"
571;"Ribarstvo i lovstvo";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka ribarstva i lovstva"
572;"Biljne znanosti";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka biljnih znanosti"
573;"Agrobiznis i ruralni razvitak";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka  agrobiznisa i ruralnog razvitka"
574;"Ekološka poljoprivreda i agroturizam";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar / magistra inženjer/inženjerka ekološke poljoprivrede i agroturizma"
575;"Hranidba životinja i hrana";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka hranidbe životinja i hrane"
576;"Genetika i oplemenjivanje životinja";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka  genetike i oplemenjivanja životinja"
577;"Proizvodnja i prerada mlijeka";"Sveučilište u Zagrebu";"Javno";"Agronomski fakultet, Zagreb ";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"4.01.  BIOTEHNIČKE ZNANOSTI / Poljoprivreda (agronomija)";"magistar/ magistra inženjer/inženjerka proizvodnje i prerade mlijeka"
579;"Komunikologija ";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra komunikologije"
581;"Psihologija (jednopredmetni)";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"magistar/magistra psihologije"
582;"Pedagogija (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
583;"Pedagogija (dvopredmetni)";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.07.  DRUŠTVENE ZNANOSTI / Pedagogija";"magistar/magistra pedagogije"
585;"Ekonomija; smjerovi: Gospodarstvo Europske unije, Ekonomija razvoja";"Sveučilište u Rijeci";"Javno";"Ekonomski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
586;"Poslovna ekonomija; smjerovi: Financije i bankarstvo, Poduzetništvo, Menadžment, Financije i računovodstvo, Marketing, Međunarodno poslovanje, Informatičko poslovanje";"Sveučilište u Rijeci";"Javno";"Ekonomski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
587;"Poslovna ekonomija u turizmu i ugostiteljstvu; smjerovi: Poduzetništvo u turizmu i ugostiteljstvu; Menadžment u turizmu; Menadžment u hotelijerstvu; Međunarodni menadžment u turizmu i ugostiteljstvu; Menadžment događaja i slobodnog vremena";"Sveučilište u Rijeci";"Javno";"Fakultet za menadžment u turizmu i ugostiteljstvu, Opatija ";"OPATIJA";"sveučilišni";"diplomski sveučilišni studij";1;60;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
588;"Poslovna ekonomija; smjerovi: Financijski management, Marketinško upravljanje, Management i poduzetništvo, Turizam i razvoj, Informatički menadžment";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
589;"Ekonomija";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
590;"Poslovna ekonomija; smjerovi: Turizam i razvoj, Poslovna informatika";"Sveučilište Jurja Dobrile u Puli";"Javno";"Sveučilište Jurja Dobrile u Puli";"PULA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
591;"Ekonomija";"Sveučilište u Splitu";"Javno";"Ekonomski fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
592;"Poslovna ekonomija";"Sveučilište u Splitu";"Javno";"Ekonomski fakultet, Split";"SPLIT";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
594;"Poduzetništvo u kulturi i turizmu";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
595;"Ekonomska politika i regionalni razvitak";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
596;"Financijski menadžment";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
597;"Poslovna ekonomija; smjer: Trgovina i logistika, Menadžment,";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
598;"Marketing";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra ekonomije"
599;"Poslovna ekonomija; smjer: Menadžment";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
600;"Poslovna ekonomija; smjer: Poslovna informatika";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Ekonomski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.01.  DRUŠTVENE ZNANOSTI / Ekonomija";"magistar/magistra poslovne ekonomije"
601;"Socijalni rad";"Sveučilište u Zagrebu";"Javno";"Pravni fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"5.12.  DRUŠTVENE ZNANOSTI / Socijalne djelatnosti";"magistar/magistra socijalnog rada"
602;"Politologija";"Sveučilište u Zagrebu";"Javno";"Fakultet političkih znanosti, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";1;60;"5.03.  DRUŠTVENE ZNANOSTI / Politologija";"magistar/magistra politologije"
603;"Novinarstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet političkih znanosti, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra novinarstva"
604;"Ekologija u kulturi i turizmu";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra ekologije u kulturi i turizmu "
605;"Kulturna baština i turizam";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"6.10.  HUMANISTIČKE ZNANOSTI / Interdisciplinarne humanističke znanosti";"magistar/magistra kulturne baštine i turizma"
606;"Novinarstvo i odnosi s javnostima";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar novinarstva i odnosa s javnostima"
607;"Informacijske znanosti (jednopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra informacijskih znanosti"
608;"Informatologija";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra informatologije"
609;"Informacijske znanosti; smjerovi: Informatika (nastavnički, istraživački), Informatologija";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra edukacije informacijskih znanosti; magistar/magistra informacijskih znanosti"
610;"Informacijske znanosti; smjer: Arhivistika, Bibliotekarstvo,";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra arhivistike"
611;"Informacijske znanosti; smjer: Bibliotekarstvo";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra bibliotekarstva"
612;"Informacijske znanosti; smjer: Muzeologija i upravljanje baštinom";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra muzeologije i upravljanja baštinom"
613;"Informacijsko i programsko inženjerstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"VARAŽDIN";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra informatike"
614;"Organizacija poslovnih sustava";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"VARAŽDIN";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra informatike"
615;"Baze podataka i baze znanja";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"VARAŽDIN";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra informatike"
616;"Sociologija (dvopredmetni)";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;60;"5.05.  DRUŠTVENE ZNANOSTI / Sociologija";"magistar/magistra sociologije"
618;"Psihologija (jednopredmetni)";"Sveučilište u Rijeci";"Javno";"Filozofski fakultet, Rijeka ";"RIJEKA";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"magistar/magistra psihologije"
619;"Psihologija";"Sveučilište u Zadru";"Javno";"Sveučilište u Zadru";"ZADAR";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"magistar/magistra psihologije"
620;"Psihologija";"Sveučilište  Josipa Jurja Strossmayera u Osijeku ";"Javno";"Filozofski fakultet, Osijek";"OSIJEK";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"magistar/magistra psihologije"
621;"Psihologija (jednopredmetni)";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.06.  DRUŠTVENE ZNANOSTI / Psihologija";"magistar/magistra psihologije"
624;"Informatika u obrazovanju";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"VARAŽDIN";"sveučilišni";"diplomski sveučilišni studij";2;120;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"magistar/magistra edukacije informatike"
625;"Likovna kultura; smjer: nastavnički";"Sveučilište u Zagrebu";"Javno";"Akademija likovnih umjetnosti, Zagreb";"ZAGREB";"sveučilišni";"diplomski sveučilišni studij";2;120;"7.04.  UMJETNIČKO PODRUČJE / Likovne umjetnosti";"magistar/magistra edukacije likovne kulture"
627;"Arhitektura i urbanizam";"Sveučilište u Zagrebu";"Javno";"Arhitektonski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.01.  TEHNIČKE ZNANOSTI / Arhitektura i urbanizam";"doktor/doktorica znanosti, područje tehničkih znanosti, polje arhitektura i urbanizam"
628;"Elektrotehnika i računarstvo";"Sveučilište u Zagrebu";"Javno";"Fakultet elektrotehnike i računarstva, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.15.  TEHNIČKE ZNANOSTI / Temeljne tehničke znanosti";"doktor/doktorica znanosti, područje tehničkih znanosti"
630;"Tehnološki sustavi u prometu i transportu";"Sveučilište u Zagrebu";"Javno";"Fakultet prometnih znanosti, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.12.  TEHNIČKE ZNANOSTI / Tehnologija prometa i transport";"doktor/doktorica znanosti, područje tehničkih znanosti, polje tehnologija prometa i transport"
632;"Građevinarstvo";"Sveučilište u Zagrebu";"Javno";"Građevinski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.05.  TEHNIČKE ZNANOSTI / Građevinarstvo";"doktor/doktorica znanosti, područje tehničkih znanosti, polje građevinarstvo"
633;"Grafičko inženjerstvo i oblikovanje grafičkih proizvoda";"Sveučilište u Zagrebu";"Javno";"Grafički fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.06.  TEHNIČKE ZNANOSTI / Grafička tehnologija";"doktor/doktorica znanosti, područje tehničkih znanosti, polje grafička tehnologija"
635;"Tekstilna znanost i tehnologija";"Sveučilište u Zagrebu";"Javno";"Tekstilno-tehnološki fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"2.13.  TEHNIČKE ZNANOSTI / Tekstilna tehnologija";"doktor/doktorica znanosti, područje tehničkih znanosti, polje tekstilna tehnologija"
636;"Hrvatska kultura";"Sveučilište u Zagrebu";"Javno";"Filozofski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.10.  HUMANISTIČKE ZNANOSTI / Interdisciplinarne humanističke znanosti";"doktor/doktorica znanosti, područje humanističkih znanosti, polje interdisciplinarne humanističke znanosti"
637;"Filozofija";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"doktor/doktorica znanosti, područje humanističkih znanosti, polje filozofija"
638;"Religijske znanosti";"Sveučilište u Zagrebu";"Javno";"Fakultet filozofije i religijskih znanosti, Zagreb ";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.09.  HUMANISTIČKE ZNANOSTI / Religijske znanosti (interdisciplinarno polje)";"doktor/doktorica znanosti, područje humanističkih znanosti, polje religijske znanosti"
639;"Filozofija";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.01.  HUMANISTIČKE ZNANOSTI / Filozofija";"doktor/doktorica znanosti, područje humanističkih znanosti, područje humanističkih znanosti, polje filozofija"
640;"Povijest";"Sveučilište u Zagrebu";"Javno";"Hrvatski studiji, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"6.04.  HUMANISTIČKE ZNANOSTI / Povijest";"doktor/doktorica znanosti, područje humanističkih znanosti, polje povijest"
641;"Informacijske znanosti";"Sveučilište u Zagrebu";"Javno";"Fakultet organizacije i informatike, Varaždin";"VARAŽDIN";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.04.  DRUŠTVENE ZNANOSTI / Informacijske i komunikacijske znanosti";"doktor/doktorica znanosti, područje društvenih znanosti, polje informacijske i komunikacijske znanosti"
646;"Socijalni rad i socijalna politika";"Sveučilište u Zagrebu";"Javno";"Pravni fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"5.12.  DRUŠTVENE ZNANOSTI / Socijalne djelatnosti";"doktor/doktorica znanosti, područje društvenih znanosti, polje socijalne djelatnosti"
656;"Neuroznanost";"Sveučilište u Zagrebu";"Javno";"Medicinski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"3.01.  BIOMEDICINA I ZDRAVSTVO / Temeljne medicinske znanosti";"doktor/doktorica znanosti, područje biomedicine i zdravstvo"
657;"Biomedicina i zdravstvo";"Sveučilište u Zagrebu";"Javno";"Medicinski fakultet, Zagreb";"ZAGREB";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"3.01.  BIOMEDICINA I ZDRAVSTVO / Temeljne medicinske znanosti";"doktor/doktorica znanosti, područje biomedicine i zdravstvo"
658;"Biologija novotvorina";"Sveučilište u Splitu";"Javno";"Medicinski fakultet, Split";"SPLIT";"sveučilišni";"poslijediplomski sveučilišni studiji";3;180;"3.01.  BIOMEDICINA I ZDRAVSTVO / Temeljne medicinske znanosti";"doktor/doktorica znanosti, područje biomedicine i zdravstvo"
